title,genres,vote_average
Big Bird in China,[],8.0
Revelation,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10769, 'name': 'Foreign'}]",2.9
Extraordinary Tales,"[{'id': 27, 'name': 'Horror'}, {'id': 16, 'name': 'Animation'}, {'id': 9648, 'name': 'Mystery'}]",6.1
The Snow Queen 2: Refreeze,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",5.3
Colt 45,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",5.5
SuperBob,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.7
David,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",8.2
Word of Honor,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.0
Howl,"[{'id': 27, 'name': 'Horror'}]",5.0
Barbie & Her Sisters in the Great Puppy Adventure,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",5.9
Varian's War,"[{'id': 18, 'name': 'Drama'}]",5.5
If Tomorrow Comes,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",6.5
From Mexico With Love,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",9.0
Liz in September,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.6
Losing Ground,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",7.3
Looking for Langston,"[{'id': 18, 'name': 'Drama'}]",5.0
Fireworks,"[{'id': 18, 'name': 'Drama'}]",6.1
Pedro,"[{'id': 18, 'name': 'Drama'}]",8.0
Hard,"[{'id': 53, 'name': 'Thriller'}]",5.5
Sugar Coated,"[{'id': 99, 'name': 'Documentary'}]",7.4
Monopol,"[{'id': 35, 'name': 'Comedy'}]",5.6
Silsile,[],5.5
Bir Avuç Deniz,[],0.0
Gecenin Kanatları,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",3.3
Beni Unutma,"[{'id': 10749, 'name': 'Romance'}]",0.0
Benim Dünyam,"[{'id': 18, 'name': 'Drama'}]",7.9
The Butterfly's Dream,[],7.6
Fathers and Daughters,"[{'id': 18, 'name': 'Drama'}]",7.2
Curve,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",4.5
Night At The Golden Eagle,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",5.0
K-9: P.I.,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.6
The Dressmaker,"[{'id': 18, 'name': 'Drama'}]",6.9
The Perfect Husband,[],4.0
Sharpshooter,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",4.5
Half Past Dead 2,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",5.6
Ripper: Letter from Hell,"[{'id': 27, 'name': 'Horror'}]",5.0
Lonesome Ghosts,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",6.1
The Big Bad Wolf,"[{'id': 16, 'name': 'Animation'}]",6.3
Gulliver Mickey,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.4
Ye Olden Days,"[{'id': 16, 'name': 'Animation'}]",4.6
Mickey's Good Deed,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",5.8
Babes in the Woods,"[{'id': 16, 'name': 'Animation'}]",5.9
Flowers and Trees,"[{'id': 16, 'name': 'Animation'}]",6.9
Mickey's Orphans,"[{'id': 16, 'name': 'Animation'}]",4.8
Three Little Wolves,"[{'id': 16, 'name': 'Animation'}]",7.3
Little Hiawatha,"[{'id': 16, 'name': 'Animation'}]",6.1
Magician Mickey,"[{'id': 16, 'name': 'Animation'}]",6.4
Alpine Climbers,"[{'id': 16, 'name': 'Animation'}]",5.3
Thru the Mirror,"[{'id': 16, 'name': 'Animation'}]",5.9
Mickey's Polo Team,"[{'id': 16, 'name': 'Animation'}]",8.0
Three Orphan Kittens,"[{'id': 16, 'name': 'Animation'}]",6.8
Pluto's Judgement Day,"[{'id': 16, 'name': 'Animation'}]",6.3
Who Killed Cock Robin?,"[{'id': 16, 'name': 'Animation'}]",7.3
The Flying Mouse,"[{'id': 16, 'name': 'Animation'}]",3.9
The Mad Doctor,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",7.5
Building a Building,"[{'id': 16, 'name': 'Animation'}]",6.2
The Forgotten Ones,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",3.8
Arena,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",4.7
Balto III: Wings of Change,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",6.6
Bear,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",3.5
Bigfoot,"[{'id': 10751, 'name': 'Family'}]",5.1
Bigfoot,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",3.2
Crescendo,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.7
Million Dollar Crocodile,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.0
Deep in the Darkness,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",4.7
Dysfunctional Friends,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.0
Films of Fury: The Kung Fu Movie Movie,"[{'id': 99, 'name': 'Documentary'}]",5.9
Give Us This Day,"[{'id': 18, 'name': 'Drama'}]",6.4
Mommy,"[{'id': 27, 'name': 'Horror'}]",0.0
Monster Dog,"[{'id': 27, 'name': 'Horror'}, {'id': 10769, 'name': 'Foreign'}]",4.6
Needle,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",4.9
Nowitzki: The Perfect Shot,"[{'id': 99, 'name': 'Documentary'}]",6.8
Octopus,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",3.5
Safelight,"[{'id': 18, 'name': 'Drama'}]",6.3
Sci-fighters,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",4.5
Strictly Business,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.6
The Chinese Boxer,"[{'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}]",6.9
The Diplomat,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",3.4
The Sound And The Fury,"[{'id': 18, 'name': 'Drama'}]",4.4
The Trail of '98,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",5.0
Twice Upon a Time,"[{'id': 35, 'name': 'Comedy'}]",7.8
Uncertain Glory,"[{'id': 18, 'name': 'Drama'}]",5.8
Where the Spies Are,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",4.3
Why Horror?,"[{'id': 99, 'name': 'Documentary'}]",6.5
Now Add Honey,"[{'id': 35, 'name': 'Comedy'}]",5.3
Yearning,"[{'id': 18, 'name': 'Drama'}]",8.2
Balibo,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.7
Body Count,"[{'id': 27, 'name': 'Horror'}]",5.0
The Concorde Affair,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",7.5
The Crow's Nest,"[{'id': 18, 'name': 'Drama'}]",0.0
Berkshire County,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.3
Johan Falk: De 107 patrioterna,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.8
The Triangle,"[{'id': 53, 'name': 'Thriller'}]",3.1
The Absent One,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",7.0
Forever,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",6.1
Artificial Paradises,"[{'id': 18, 'name': 'Drama'}]",6.6
Lust of the Vampire,"[{'id': 27, 'name': 'Horror'}]",6.8
Erik the Conqueror,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.3
Four Times That Night,"[{'id': 35, 'name': 'Comedy'}]",5.4
The House of Exorcism,"[{'id': 27, 'name': 'Horror'}]",4.5
Knives of the Avenger,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.5
Gunman Called Nebraska,"[{'id': 37, 'name': 'Western'}]",5.0
The Road to Fort Alamo,"[{'id': 37, 'name': 'Western'}]",5.3
One Night at Dinner,"[{'id': 18, 'name': 'Drama'}]",6.5
Trumbo,"[{'id': 18, 'name': 'Drama'}]",7.3
Panic Button,"[{'id': 35, 'name': 'Comedy'}]",4.5
Two Sons of Ringo,"[{'id': 35, 'name': 'Comedy'}]",5.3
The Moment to Kill,"[{'id': 37, 'name': 'Western'}]",5.5
Deep West,"[{'id': 37, 'name': 'Western'}]",5.0
A Bullet for a Stranger,"[{'id': 37, 'name': 'Western'}]",5.0
The Return of Halleluja,[],0.0
"Holy God, Here Comes the Passatore!",[],0.0
In the West There Was a Man Named Invincible,"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]",8.0
The Crazy Bunch,"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]",0.0
Poker In Bed,"[{'id': 35, 'name': 'Comedy'}]",5.0
Exterminators of the Year 3000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",6.0
All Hallows' Eve,"[{'id': 27, 'name': 'Horror'}]",4.8
Great Transport,"[{'id': 10752, 'name': 'War'}]",10.0
City on Fire,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",7.0
The Greek Tycoon,"[{'id': 18, 'name': 'Drama'}]",6.7
The Comedy Man,"[{'id': 18, 'name': 'Drama'}]",0.0
Haze,"[{'id': 27, 'name': 'Horror'}]",6.4
Billboard Dad,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",5.4
Our Lips Are Sealed,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",5.6
The Challenge,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",5.8
Delhi Safari,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10769, 'name': 'Foreign'}]",5.1
Yolngu Boy,"[{'id': 18, 'name': 'Drama'}]",6.0
The Land of Smiles,"[{'id': 99, 'name': 'Documentary'}]",8.0
Foodies,"[{'id': 99, 'name': 'Documentary'}]",5.8
24 Days,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",6.7
Ghosts of Ole Miss,"[{'id': 99, 'name': 'Documentary'}]",7.0
Long Weekend,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",5.4
Hollywood Hong Kong,"[{'id': 18, 'name': 'Drama'}]",7.2
Marguerite,"[{'id': 18, 'name': 'Drama'}]",6.4
Rubberneck,"[{'id': 53, 'name': 'Thriller'}]",5.5
Lake Placid 2,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",4.0
Lake Placid 3,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",4.2
Lake Placid: The Final Chapter,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",4.2
Getting Away with It the Italian Way,"[{'id': 35, 'name': 'Comedy'}]",0.0
I due della legione,"[{'id': 35, 'name': 'Comedy'}]",0.0
The Strange Type,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",8.0
Massacre Time,"[{'id': 37, 'name': 'Western'}]",5.1
The Eroticist,"[{'id': 35, 'name': 'Comedy'}]",6.2
The Devil's Honey,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",4.5
Aenigma,"[{'id': 27, 'name': 'Horror'}]",5.3
Sodoma's Ghost,"[{'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}]",3.6
Murder-Rock: Dancing Death,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",6.0
Touch of Death,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",5.3
The Psychic,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",7.1
They Died with Their Boots On,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",8.5
Demonia,"[{'id': 27, 'name': 'Horror'}]",4.8
Kabukicho Love Hotel,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.4
My Man,"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.8
Night Slaves,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",6.7
La buca,"[{'id': 35, 'name': 'Comedy'}]",4.8
Soldier of God,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",5.0
Lovemilla,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.0
"Teodora, Slave Empress","[{'id': 36, 'name': 'History'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",5.0
Samson and the Seven Miracles of the World,[],5.5
The Witch's Curse,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",5.0
Double Face,"[{'id': 80, 'name': 'Crime'}]",7.0
Les Misérables,"[{'id': 36, 'name': 'History'}]",0.0
Django Kills Softly,"[{'id': 37, 'name': 'Western'}]",5.0
3 Avengers,[],0.0
The Day the Sky Exploded,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",4.2
Werewolf In A Girls' Dormitory,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",5.0
Idaho Transfer,"[{'id': 878, 'name': 'Science Fiction'}]",5.3
Divorce Corp.,"[{'id': 99, 'name': 'Documentary'}]",7.9
War of the Buttons,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",5.9
War of the Buttons,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",5.8
Killer Crush,"[{'id': 53, 'name': 'Thriller'}]",4.3
Reluctant Witness,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]",6.0
I Believe in Unicorns,"[{'id': 18, 'name': 'Drama'}]",4.0
Letters from the Big Man,"[{'id': 18, 'name': 'Drama'}]",7.0
Paul McCartney Really Is Dead: The Last Testament of George Harrison,"[{'id': 99, 'name': 'Documentary'}]",4.7
Witch Hunt,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",2.8
Five Thirteen,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",4.3
The Grief of Others,"[{'id': 18, 'name': 'Drama'}]",7.2
Huie's Sermon,"[{'id': 99, 'name': 'Documentary'}]",6.0
Wodaabe: Herdsmen of the Sun,"[{'id': 99, 'name': 'Documentary'}]",8.0
The Dark Glow of the Mountain,"[{'id': 99, 'name': 'Documentary'}]",7.5
American Warships,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",2.8
Cruel & Unusual,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",6.4
"Il ricco, il povero e il maggiordomo","[{'id': 35, 'name': 'Comedy'}]",5.6
Elephant,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 36, 'name': 'History'}]",6.8
Halloween with the New Addams Family,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",5.3
Treevenge,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",7.0
Wolf Warrior,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",5.8
Rubble Kings,"[{'id': 99, 'name': 'Documentary'}]",7.1
The Seven Magnificent Gladiators,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",1.0
Women's Prison Massacre,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",4.1
Rats: Night of Terror,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",5.3
Strike Commando,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",5.6
Shocking Dark,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.6
Cruel Jaws,[],3.7
Zombies: The Beginning,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",6.0
Land of Death,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]",6.0
Libidomania,[],0.0
The Other Hell,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",3.7
"Armida, the drama of a bride",[],0.0
Caligula and Messalina,"[{'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",2.2
Concussion,"[{'id': 18, 'name': 'Drama'}]",7.0
The Phoenix Incident,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.0
Committed,[],0.0
Der Rest ist Schweigen,[],5.0
Blind Date,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",6.6
Les quatre vérités,[],4.0
The Uninhibited,"[{'id': 18, 'name': 'Drama'}]",6.5
Special Section,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}, {'id': 9648, 'name': 'Mystery'}]",5.1
To Catch a Spy,[],8.0
To Russia... With Elton,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",0.0
The Exorcism of Molly Hartley,"[{'id': 27, 'name': 'Horror'}]",4.9
Seven Days Somewhere Else,"[{'id': 18, 'name': 'Drama'}]",0.0
Comrades,"[{'id': 18, 'name': 'Drama'}]",0.0
United Passions,"[{'id': 18, 'name': 'Drama'}]",3.0
Terror,"[{'id': 27, 'name': 'Horror'}]",0.0
Detective K: Secret of the Virtuous Widow,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}, {'id': 9648, 'name': 'Mystery'}]",7.3
Killer Tattoo,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",5.0
Yaji and Kita: The Midnight Pilgrims,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",0.0
Young Policemen in Love,[],0.0
The Peanuts Movie,"[{'id': 16, 'name': 'Animation'}]",6.5
Varsham,"[{'id': 18, 'name': 'Drama'}]",6.7
Sandesham,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",8.8
Making a Living,"[{'id': 35, 'name': 'Comedy'}]",5.9
The Lies of the Victors,"[{'id': 53, 'name': 'Thriller'}]",4.6
An Autumn's Tale,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.4
Just Once More,"[{'id': 18, 'name': 'Drama'}]",0.0
Bloodsport: The Dark Kumite,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",3.9
King of the Gypsies,"[{'id': 18, 'name': 'Drama'}]",6.0
The Haunting of Whaley House,"[{'id': 27, 'name': 'Horror'}]",3.9
Am I Beautiful?,"[{'id': 35, 'name': 'Comedy'}]",7.7
Skinwalker Ranch,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",5.0
The Devil's Needle,"[{'id': 18, 'name': 'Drama'}]",7.0
Children of Eve,"[{'id': 18, 'name': 'Drama'}]",0.0
Jack Frusciante è uscito dal gruppo,[],5.9
Song 'e napule,[],6.4
Everything You Want,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3.3
The Sun King,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.3
Living It Up,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",7.8
Batkid Begins,"[{'id': 10751, 'name': 'Family'}, {'id': 99, 'name': 'Documentary'}]",6.4
Cover Up,"[{'id': 9648, 'name': 'Mystery'}]",6.1
The House That Swift Built,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",4.6
Formula of Love,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",7.5
Homebodies,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",7.3
"Poor, Poor Pavel","[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",1.0
The Last Inch,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",5.0
D'Artagnan and Three Musketeers,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",8.6
Antikiller,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",4.8
High Rollers,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",7.6
Cabbages and Kings,"[{'id': 35, 'name': 'Comedy'}]",7.0
Sentimentalnyy roman,[],1.0
Little Tragedies,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",6.3
Looking For Lola,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.0
Elder Sister,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.5
The Elder Son,"[{'id': 18, 'name': 'Drama'}]",5.2
OceanWorld 3D,"[{'id': 99, 'name': 'Documentary'}]",5.3
Once Upon a Time Twenty Years Later,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4.5
A Man from Boulevard des Capucines,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",7.0
The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",7.5
Cinderella,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",4.8
The First Teacher,"[{'id': 18, 'name': 'Drama'}]",5.0
Four Winds of Heaven,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",5.0
31st of June,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",4.3
Tears Were Falling,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",3.1
Three Men in a Boat,"[{'id': 35, 'name': 'Comedy'}]",6.0
Closed Circuit,[],8.0
The Forty-First,[],7.0
A Distant Neighborhood,"[{'id': 18, 'name': 'Drama'}]",6.5
"Naval Cadets, Charge!","[{'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}]",6.5
The Elusive Revengers,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",7.4
A Nymphoid Barbarian in Dinosaur Hell,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",2.3
Death Valley,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",4.7
Children...,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",6.9
Classmates,[],0.0
Lokmanya: Ek Yug Purush,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",0.0
Sandook,[],0.0
Baji,"[{'id': 28, 'name': 'Action'}]",0.0
Lai Bhaari,[],7.0
Rege,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",8.0
Poshter Boyz,[],0.0
Duniyadari,[],0.0
Premachi Goshta,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",0.0
Time Please,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",0.0
Zapatlela 2,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",0.0
Prem Mhanje Prem Mhanje Prem Asta,[],4.0
